,id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
1081,1082,hyundai i10,2011,petrol,71708,348899,bengaluru,263,hatchback,manual,magna 1.2 kappa2,False,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,i10,in_transit,2,310224,good,20210408060957,True,8104,52335,False,False
1082,1083,hyundai elite i20,2018,petrol,26118,730199,bengaluru,1103,hatchback,manual,asta 1.2,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,elite i20,in_stock,1,738024,great,20210330100134,True,16961,109530,False,False
1083,1084,maruti swift,2017,diesel,40163,625099,bengaluru,697,hatchback,manual,vdi abs,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,1,650782,great,20210415095013,True,14519,93765,False,False
1084,1085,volkswagen polo,2018,petrol,13259,912099,bengaluru,1066,hatchback,manual,gt tsi,False,bangalore central,karnataka,True,ka01,inperson_sale,volkswagen,polo,in_stock,1,928468,great,20201219223016,True,21186,136815,False,False
1085,1086,hyundai i10,2009,petrol,65199,280299,bengaluru,362,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka01,inperson_sale,hyundai,i10,in_stock,3,263983,great,20210317091246,True,6511,42045,False,False
1086,1087,volkswagen vento,2011,diesel,124220,335899,bengaluru,2154,sedan,manual,highline diesel,False,bengaluru,karnataka,True,ka05,inperson_sale,volkswagen,vento,in_stock,2,330422,great,20210213063546,True,7802,50385,False,False
1087,1088,hyundai i20,2010,petrol,88825,393799,bengaluru,283,hatchback,manual,magna o 1.2,True,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,i20,in_stock,1,346437,great,20210405130248,True,9147,59070,False,False
1088,1089,maruti swift,2016,diesel,50069,655799,bengaluru,1207,hatchback,manual,zdi,True,bengaluru,karnataka,True,ka51,inperson_sale,maruti,swift,in_stock,1,640665,great,20210217094600,True,15233,98370,False,False
1089,1090,volkswagen polo,2018,petrol,30455,844799,bengaluru,741,hatchback,manual,gt tsi,False,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,polo,in_stock,1,854621,great,20201228094626,True,19623,126720,False,False
1090,1091,hyundai i10,2009,petrol,63634,320699,bengaluru,430,hatchback,automatic,sportz 1.2 at,True,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,i10,in_stock,1,303000,fair,20210226080039,True,7449,48105,False,False
1091,1092,honda city,2019,petrol,21305,853999,bengaluru,827,sedan,manual,1.5 v mt,False,bangalore central,karnataka,True,ka01,inperson_sale,honda,city,in_transit,2,886156,great,20210330053842,True,19836,128100,False,False
1092,1093,hyundai eon,2011,petrol,77484,228199,bengaluru,1499,hatchback,manual,era,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,eon,in_stock,1,205000,great,20201214173001,True,5300,34230,False,False
1093,1094,maruti dzire,2019,petrol,13444,719299,bengaluru,1271,sedan,automatic,vxi amt,False,bangalore central,karnataka,True,ka01,inperson_sale,maruti,dzire,in_stock,1,698000,great,20210320125412,True,16708,107895,False,False
1094,1095,hyundai i20,2013,diesel,73374,440699,bengaluru,1395,hatchback,manual,sportz 1.4 crdi,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,hyundai,i20,in_stock,1,436929,great,20210120131623,True,10236,66105,False,False
1095,1096,maruti vitara brezza,2017,diesel,64317,884599,bengaluru,516,suv,manual,zdi,True,bengaluru,karnataka,True,ka41,inperson_sale,maruti,vitara brezza,in_stock,1,879554,great,20210410122622,True,20547,132690,False,False
1096,1097,maruti eeco,2019,petrol,2974,498299,bengaluru,427,suv,manual,5 str with ac plushtr,False,bengaluru,karnataka,True,ka02,inperson_sale,maruti,eeco,in_stock,1,473000,good,20210223090237,True,11574,74745,False,False
1097,1098,hyundai elite i20,2018,diesel,43620,753399,bengaluru,992,hatchback,manual,asta 1.4 crdi,True,kolar,karnataka,True,ka07,inperson_sale,hyundai,elite i20,in_transit,1,737180,great,20210407103659,True,17500,113010,False,False
1098,1099,maruti alto,2009,petrol,102742,200199,bengaluru,461,hatchback,manual,lxi,True,bangalore central,karnataka,True,ka02,inperson_sale,maruti,alto,in_stock,1,186515,great,20210125102640,True,4650,30030,False,False
1099,1100,maruti vitara brezza,2018,diesel,25004,994099,bengaluru,1561,suv,automatic,zdi + amt,True,bengaluru,karnataka,True,ka05,inperson_sale,maruti,vitara brezza,in_transit,1,1005980,great,20210329112243,True,23090,149115,False,False
1100,1101,hyundai i10,2009,petrol,85451,276899,bengaluru,436,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,i10,in_stock,1,272849,great,20210224062938,True,6432,41535,False,False
1101,1102,maruti wagon r,2007,petrol,47752,191799,bengaluru,1880,hatchback,manual,lxi,True,bangalore central,karnataka,True,ka01,inperson_sale,maruti,wagon r,in_stock,2,165794,good,20210401054014,True,4455,28770,False,False
1102,1103,hyundai i10,2012,petrol,96495,299199,bengaluru,607,hatchback,manual,magna 1.2 kappa2,True,bengaluru,karnataka,True,ka41,inperson_sale,hyundai,i10,in_stock,1,279652,great,20210324132251,True,6950,44880,False,False
1103,1104,maruti alto,2009,petrol,94064,233399,bengaluru,454,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka04,inperson_sale,maruti,alto,in_stock,1,197984,good,20210327101806,True,5421,35010,False,False
1104,1105,ford figo,2010,petrol,107442,219899,bengaluru,1551,hatchback,manual,1.2 titanium duratec,True,bengaluru,karnataka,True,ka03,inperson_sale,ford,figo,in_stock,3,207254,great,20210209130452,True,5108,32985,False,False
1105,1106,maruti swift dzire,2013,diesel,69231,483399,bengaluru,881,sedan,manual,vdi bs iv,False,bengaluru,karnataka,True,ka02,inperson_sale,maruti,swift dzire,in_stock,1,487069,great,20210321132540,True,11228,72510,False,False
1106,1107,fiat grand punto,2013,diesel,96486,284399,bengaluru,2530,hatchback,manual,active 1.3,True,bengaluru,karnataka,True,ka06,inperson_sale,fiat,grand punto,in_stock,2,274926,great,20210321101714,True,6606,42660,False,False
1107,1108,hyundai i10,2011,petrol,108720,324999,bengaluru,301,hatchback,manual,sportz 1.2 kappa2,False,bengaluru,karnataka,True,ka50,inperson_sale,hyundai,i10,in_stock,1,284024,great,20210226075729,True,7549,48750,False,False
1108,1109,maruti swift dzire,2015,diesel,59917,555099,bengaluru,1800,sedan,manual,vdi abs,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,swift dzire,in_stock,1,562169,great,20201108024603,True,12894,83265,False,False
1109,1110,maruti a star,2009,petrol,71441,256799,bengaluru,320,hatchback,manual,vxi,True,dharward,karnataka,True,ka25,inperson_sale,maruti,a star,in_transit,1,212967,good,20210410105231,True,5965,38520,False,False
1110,1111,hyundai grand i10,2013,petrol,71850,408499,bengaluru,580,hatchback,manual,sportz 1.2 kappa vtvt,True,banglore-cafe dly,karnataka,True,ka04,inperson_sale,hyundai,grand i10,in_stock,1,398929,great,20210309144652,True,9488,61275,False,False
1111,1112,hyundai i10,2009,petrol,88231,270899,bengaluru,441,hatchback,manual,sportz 1.2,False,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,i10,in_stock,1,244476,great,20210111072826,True,6292,40635,False,False
1112,1113,maruti celerio,2017,petrol,72907,442099,bengaluru,546,hatchback,automatic,zxi amt,True,bengaluru,karnataka,True,ka05,inperson_sale,maruti,celerio,in_stock,1,438934,great,20210305124939,True,10269,66315,False,False
1113,1114,hyundai santro xing,2008,petrol & lpg,67270,223999,bengaluru,681,hatchback,manual,gls lpg,True,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,santro xing,in_stock,1,220629,great,20210216085340,True,5203,33600,False,False
1114,1115,maruti sx4,2010,petrol,86200,314499,bengaluru,878,sedan,manual,zxi mt bs iv,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,sx4,in_transit,2,288043,great,20210408063051,True,7305,47175,False,False
1115,1116,maruti swift,2008,petrol,79647,262199,bengaluru,2386,hatchback,manual,vxi 1.3,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,swift,in_stock,3,251680,great,20210219085933,True,6090,39330,False,False
1116,1117,honda city,2019,petrol,3478,942299,bengaluru,2266,sedan,manual,1.5 v mt,True,bengaluru,karnataka,True,ka04,inperson_sale,honda,city,in_transit,1,980944,great,20210406133339,True,21887,141345,False,False
1117,1118,nissan micra,2010,petrol,67928,275699,bengaluru,1032,hatchback,manual,xl petrol,True,banglore-cafe dly,karnataka,True,ka03,inperson_sale,nissan,micra,in_stock,1,250515,good,20210323054057,True,6404,41355,False,False
1118,1119,chevrolet sail uva,2013,petrol,61950,255499,bengaluru,2771,hatchback,manual,1.2 ls abs,False,dharwad,karnataka,True,ka25,inperson_sale,chevrolet,sail uva,in_stock,1,239278,great,20210219125015,True,5935,38325,False,False
1119,1120,hyundai verna,2011,petrol,41502,503299,bengaluru,200,sedan,manual,fluidic 1.6 ex vtvt,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,hyundai,verna,in_stock,1,421410,good,20210404151256,True,11690,75495,False,False
1120,1121,maruti celerio,2016,petrol,52584,412699,bengaluru,1084,hatchback,automatic,zxi amt,False,bengaluru,karnataka,True,ka03,inperson_sale,maruti,celerio,in_stock,1,415672,great,20210206133246,True,9586,61905,False,False
1121,1122,toyota yaris,2019,petrol,12672,800199,bengaluru,2673,sedan,manual,j mt,False,bengaluru,karnataka,True,ka51,inperson_sale,toyota,yaris,in_stock,1,804999,great,20210227110738,True,18587,120030,False,False
1122,1123,hyundai i20 active,2016,diesel,56435,674499,bengaluru,1295,hatchback,manual,1.4 sx,True,bangalore central,karnataka,True,ka01,inperson_sale,hyundai,i20 active,in_stock,1,662748,great,20210313121451,True,15667,101175,False,False
1123,1124,ford ecosport,2014,petrol,63766,618499,bengaluru,2167,suv,automatic,1.5 titanium ti vct at,False,bengaluru,karnataka,True,ka02,inperson_sale,ford,ecosport,in_stock,2,627836,great,20210226060214,True,14366,92775,False,False
1124,1125,volkswagen polo,2016,petrol,53799,570499,bengaluru,1247,hatchback,manual,highline1.2l petrol,False,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,polo,in_stock,1,558085,great,20210319102318,True,13251,85575,False,False
1125,1126,ford ecosport,2015,diesel,69479,712999,bengaluru,1221,suv,manual,1.5 titaniumtdci opt,False,banglore-cafe dly,karnataka,True,ka02,inperson_sale,ford,ecosport,in_stock,1,724663,great,20210224105630,True,16561,106950,False,False
1126,1127,volkswagen polo,2018,petrol,15934,903499,bengaluru,1016,hatchback,manual,gt tsi,False,bangalore south,karnataka,True,ka05,inperson_sale,volkswagen,polo,in_stock,1,949911,great,20210303070731,True,20986,135525,False,False
1127,1128,renault captur,2019,petrol,30902,834899,bengaluru,1390,suv,manual,rxe petrol mt,True,bangalore south,karnataka,True,ka05,inperson_sale,renault,captur,in_stock,1,840000,great,20210321092750,True,19393,125235,False,False
1128,1129,hyundai verna,2018,petrol,31913,878099,bengaluru,785,sedan,manual,1.6 sx vtvt,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,verna,in_stock,1,882634,great,20210320110224,True,20396,131715,False,False
1129,1130,renault duster,2017,petrol,30059,710799,bengaluru,1613,suv,manual,rxl petrol 104,True,banglore-cafe dly,karnataka,True,ka04,inperson_sale,renault,duster,in_stock,2,705455,great,20210313120159,True,16510,106620,False,False
1130,1131,maruti alto,2009,petrol,67415,219499,bengaluru,795,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka02,inperson_sale,maruti,alto,in_stock,2,201800,good,20210315061551,True,5098,32925,False,False
1131,1132,hyundai i10,2007,petrol,72432,225499,bengaluru,832,hatchback,manual,magna,True,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,i10,in_stock,2,218234,great,20210226080422,True,5238,33825,False,False
1132,1133,maruti dzire,2017,diesel,55499,666699,bengaluru,1334,sedan,manual,vdi,True,bengaluru,karnataka,True,ka50,inperson_sale,maruti,dzire,in_stock,1,673405,great,20210322122815,True,15486,100005,False,False
1133,1134,maruti wagon r 1.0,2013,petrol,59930,335399,bengaluru,618,hatchback,manual,lxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,wagon r 1.0,in_stock,1,331324,good,20201101000006,True,7790,50310,False,False
1134,1135,ford ecosport,2018,petrol,40179,919099,bengaluru,646,suv,manual,1.5 titanium plus ti vct at,False,electronic city,karnataka,True,ka51,inperson_sale,ford,ecosport,in_stock,1,943943,great,20210227065654,True,21348,137865,False,False
1135,1136,renault kwid,2016,petrol,68833,289399,bengaluru,1473,hatchback,manual,rxt,True,kolar,karnataka,True,ka08,inperson_sale,renault,kwid,in_stock,1,271044,great,20210220125424,True,6722,43410,False,False
1136,1137,maruti celerio,2017,petrol,57992,461099,bengaluru,472,hatchback,automatic,zxi opt amt,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,celerio,in_stock,1,461811,great,20210405082624,True,10710,69165,False,False
1137,1138,hyundai i20,2014,diesel,128553,466399,bengaluru,1232,hatchback,manual,asta 1.4 crdi,True,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,i20,in_stock,1,454348,great,20210304122602,True,10833,69960,False,False
1138,1139,hyundai i10,2010,petrol,67892,327199,bengaluru,318,hatchback,manual,magna 1.2,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,i10,in_stock,1,291148,great,20210402053456,True,7600,49080,False,False
1139,1140,maruti celerio,2017,petrol,45025,419299,bengaluru,784,hatchback,manual,vxi (o),False,bengaluru,karnataka,True,ka02,inperson_sale,maruti,celerio,in_stock,1,423993,great,20210223115911,True,9739,62895,False,False
1140,1141,hyundai i20,2010,petrol,72693,356899,bengaluru,622,hatchback,manual,asta 1.2,False,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,i20,in_stock,2,316000,great,20210405064130,True,8290,53535,False,False
1141,1142,maruti s cross,2015,diesel,56672,662899,bengaluru,2106,suv,manual,zeta 1.3,True,bengaluru,karnataka,True,ka41,inperson_sale,maruti,s cross,in_stock,1,675625,great,20210207055049,True,15397,99435,False,False
1142,1143,maruti swift dzire,2015,petrol,69826,557799,bengaluru,661,sedan,manual,zxi 1.2 bs iv,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift dzire,in_transit,1,534765,great,20210320141729,True,12956,83670,False,False
1143,1144,toyota innova,2015,diesel,78800,1261387,bengaluru,2711,suv,manual,2.5 vx 7 str bs iv,False,bangalore central,karnataka,True,ka42,inperson_sale,toyota,innova,in_stock,2,1287773,great,20210402072025,True,29299,189208,False,False
1144,1145,fiat grand punto,2009,petrol,56137,269199,bengaluru,781,hatchback,manual,active 1.2,True,bangalore central,karnataka,True,ka02,inperson_sale,fiat,grand punto,in_stock,1,203773,fair,20210405060158,True,6253,40380,False,False
1145,1146,ford ecosport,2014,petrol,62745,686599,bengaluru,1008,suv,automatic,1.5 titanium ti vct at,True,bengaluru,karnataka,True,ka02,inperson_sale,ford,ecosport,in_stock,1,666430,great,20210330093619,True,15948,102990,False,False
1146,1147,hyundai elite i20,2018,petrol,22993,720599,bengaluru,633,hatchback,manual,asta 1.2,True,bengaluru,karnataka,True,ka02,inperson_sale,hyundai,elite i20,in_transit,2,713224,great,20210410053333,True,16738,108090,False,False
1147,1148,maruti vitara brezza,2018,diesel,27039,909599,bengaluru,1277,suv,manual,vdi amt,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,vitara brezza,in_stock,1,946468,great,20210317090816,True,21128,136440,False,False
1148,1149,hyundai i20,2012,diesel,119610,376099,bengaluru,929,hatchback,manual,magna 1.4 crdi,True,banglore-cafe dly,karnataka,True,ka02,inperson_sale,hyundai,i20,in_stock,1,343243,great,20210405120256,True,8736,56415,False,False
1149,1150,hyundai santro xing,2007,petrol,69390,207599,bengaluru,335,hatchback,manual,xo erlx euro iii,True,banglore-cafe dly,karnataka,True,ka03,inperson_sale,hyundai,santro xing,in_stock,2,180000,good,20201221170000,True,4822,31140,False,False
1150,1151,honda city,2017,petrol,19307,777199,bengaluru,1834,sedan,manual,sv mt petrol,True,bangalore central,karnataka,True,ka01,inperson_sale,honda,city,in_stock,1,767000,great,20210319130549,True,18052,116580,False,False
1151,1152,mahindra thar,2017,diesel,30589,790299,bengaluru,3959,suv,manual,crde 4x4 bs iv,False,bengaluru,karnataka,True,ka04,inperson_sale,mahindra,thar,in_stock,2,820693,great,20210211064112,True,18357,118545,False,False
1152,1153,maruti swift,2010,petrol,75257,379799,bengaluru,676,hatchback,manual,vxi abs,True,bengaluru,karnataka,True,ka41,inperson_sale,maruti,swift,in_stock,1,353153,great,20210316094540,True,8822,56970,False,False
1153,1154,maruti swift,2016,petrol,51594,518199,bengaluru,630,hatchback,manual,lxi opt,True,mangalore,karnataka,True,ka19,inperson_sale,maruti,swift,in_stock,1,492568,great,20210315075223,True,12036,77730,False,False
1154,1155,maruti eeco,2015,petrol,81268,298199,bengaluru,746,suv,manual,5 str with ac plushtr,True,bengaluru,karnataka,True,ka02,inperson_sale,maruti,eeco,in_stock,2,284000,great,20210116104748,True,6926,44730,False,False
1155,1156,volkswagen polo,2011,diesel,100966,368699,bengaluru,1443,hatchback,manual,highline1.2l diesel,True,bangalore south,karnataka,True,ka51,inperson_sale,volkswagen,polo,in_stock,3,363281,great,20210215125833,True,8564,55305,False,False
1156,1157,maruti swift dzire,2012,petrol,147268,447899,bengaluru,548,sedan,manual,zxi 1.2 bs iv,True,bengaluru,karnataka,True,ka41,inperson_sale,maruti,swift dzire,in_stock,2,445394,great,20210315064300,True,10404,67185,False,False
1157,1158,hyundai i10,2013,petrol,63140,361699,bengaluru,594,hatchback,manual,magna 1.2 kappa2,True,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,i10,in_stock,1,374812,great,20201218112630,True,8401,54255,False,False
1158,1159,hyundai i10,2011,petrol,106988,330799,bengaluru,265,hatchback,manual,magna 1.2 kappa2,True,banglore-cafe dly,karnataka,True,ka04,inperson_sale,hyundai,i10,in_stock,1,297471,great,20210324100743,True,7684,49620,False,False
1159,1160,maruti swift,2019,petrol,30625,732099,bengaluru,937,hatchback,manual,zxi plus amt,False,bengaluru,karnataka,True,ka04,inperson_sale,maruti,swift,in_stock,1,762765,great,20210408125319,True,17005,109815,False,False
1160,1161,maruti alto k10,2011,petrol,85649,211199,bengaluru,638,hatchback,manual,lxi,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,maruti,alto k10,in_stock,2,202582,great,20210202112618,True,4906,31680,False,False
1161,1162,mahindra e2o,2014,electric,67449,267199,bengaluru,2191,hatchback,manual,t2,True,bengaluru,karnataka,True,ka50,inperson_sale,mahindra,e 20,in_transit,1,238411,good,20210326053725,True,6206,40080,False,False
1162,1163,hyundai elite i20,2018,petrol,27247,773599,bengaluru,1313,hatchback,manual,asta 1.2 dual tone,False,bengaluru,karnataka,True,ka05,inperson_sale,hyundai,elite i20,in_stock,1,799000,great,20201128135825,True,17969,116040,False,False
1163,1164,maruti swift,2014,petrol,106319,453899,bengaluru,656,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,1,462149,great,20210129070931,True,10543,68085,False,False
1164,1165,maruti alto,2010,petrol,91313,207499,bengaluru,585,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka41,inperson_sale,maruti,alto,in_stock,2,208142,great,20210201095637,True,4820,31125,False,False
1165,1166,maruti ertiga,2015,diesel,51013,699399,bengaluru,639,suv,manual,vdi abs,True,bengaluru,karnataka,True,ka01,inperson_sale,maruti,ertiga,in_stock,1,715101,great,20210225121418,True,16245,104910,False,False
1166,1167,maruti wagon r duo,2010,petrol & lpg,63163,242999,bengaluru,973,hatchback,manual,lxi lpg,True,banglore-cafe dly,karnataka,True,ka03,inperson_sale,maruti,wagon r duo,in_transit,1,202671,good,20210405055634,True,5644,36450,False,False
1167,1168,maruti swift dzire,2016,petrol,52435,521399,bengaluru,1421,sedan,manual,vxi opt,True,bengaluru,karnataka,True,ka01,inperson_sale,maruti,swift dzire,in_stock,1,539122,great,20210212112337,True,12111,78210,False,False
1168,1169,maruti vitara brezza,2016,diesel,85074,717599,bengaluru,928,suv,manual,vdi opt,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,vitara brezza,in_stock,1,734591,great,20210307103051,True,16668,107640,False,False
1169,1170,maruti swift,2014,petrol,69261,451499,bengaluru,631,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka05,inperson_sale,maruti,swift,in_stock,2,458684,great,20210210132255,True,10487,67725,False,False
1170,1171,ford figo,2010,petrol,75066,270699,bengaluru,849,hatchback,manual,1.2 zxi duratec,False,bengaluru,karnataka,True,ka03,inperson_sale,ford,figo,in_stock,1,240305,good,20210304123500,True,6288,40605,False,False
1171,1172,volkswagen polo,2016,petrol,69898,633199,bengaluru,1561,hatchback,automatic,gt tsi 1.2 petrol at,True,bengaluru,karnataka,True,ka01,inperson_sale,volkswagen,polo,in_stock,1,679220,great,20200925072745,True,14708,94980,False,True
1172,1173,honda amaze,2014,diesel,81253,444199,bengaluru,1053,sedan,manual,1.5 smt i dtec,False,bengaluru,karnataka,True,ka53,inperson_sale,honda,amaze,in_transit,1,404503,great,20210410092849,True,10318,66630,False,False
1173,1174,volkswagen vento,2011,diesel,96475,387199,bengaluru,1383,sedan,manual,highline diesel,False,bengaluru,karnataka,True,ka51,inperson_sale,volkswagen,vento,in_stock,2,346448,great,20210309073537,True,8994,58080,False,False
1174,1175,maruti ritz,2010,petrol,137545,245599,bengaluru,995,hatchback,manual,vxi bs iv,False,bengaluru,karnataka,True,ka05,inperson_sale,maruti,ritz,in_stock,2,235700,great,20210128111153,True,5705,36840,False,False
1175,1176,tata hexa,2017,diesel,37975,1356731,bengaluru,2670,suv,automatic,varicor 400 xta,True,bengaluru,karnataka,True,ka04,inperson_sale,tata,hexa,in_stock,2,1412682,great,20210311100658,True,31513,203510,False,False
1176,1177,maruti alto,2008,petrol,76502,215299,bengaluru,249,hatchback,manual,lxi,True,bangalore central,karnataka,True,ka01,inperson_sale,maruti,alto,in_transit,2,140651,good,20210406065648,True,5001,32295,False,False
1177,1178,mahindra kuv100,2016,diesel,64633,436899,bengaluru,961,suv,manual,k8 d 6 str,True,bengaluru,karnataka,True,ka04,inperson_sale,mahindra,kuv100,in_transit,2,375676,great,20210402055539,True,10148,65535,False,False
1178,1179,maruti ritz,2009,petrol,83374,292099,bengaluru,264,hatchback,manual,vxi abs,False,bengaluru,karnataka,True,ka50,inperson_sale,maruti,ritz,in_transit,1,273754,great,20210312055943,True,6785,43815,False,False
1179,1180,honda city,2016,petrol,33050,753599,bengaluru,760,sedan,manual,vx (o) petrol,True,bangalore k r puram,karnataka,True,ka03,inperson_sale,honda,city,in_stock,2,750000,good,20210320142259,True,17504,113040,False,False
1180,1181,volkswagen polo,2013,diesel,77659,446799,bengaluru,2957,hatchback,manual,gt tdi 1.6 mt diesel,True,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,polo,in_stock,1,451423,great,20210114114215,True,10378,67020,False,False
1181,1182,maruti ertiga,2013,diesel,112013,601299,bengaluru,756,suv,manual,zdi,True,bengaluru,karnataka,True,ka53,inperson_sale,maruti,ertiga,in_stock,2,563909,great,20210412060618,True,13967,90195,False,False
1182,1183,volkswagen polo,2012,diesel,129687,369599,bengaluru,1668,hatchback,manual,highline1.2l diesel,True,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,polo,in_stock,1,361916,great,20210226054458,True,8585,55440,False,False
1183,1184,maruti swift dzire,2015,petrol,58291,572399,bengaluru,824,sedan,manual,zxi 1.2 bs iv,False,electronic city,karnataka,True,ka51,inperson_sale,maruti,swift dzire,in_stock,1,565000,great,20201201000007,True,13295,85860,False,False
1184,1185,ford fiesta,2009,petrol,95319,283699,bengaluru,1568,sedan,manual,1.6 zxi abs,True,bengaluru,karnataka,True,ka50,inperson_sale,ford,fiesta,in_stock,2,262448,great,20210317125536,True,6590,42555,False,False
1185,1186,maruti alto k10,2012,petrol,93827,222999,bengaluru,400,hatchback,manual,vxi,True,chickballapur,karnataka,True,ka40,inperson_sale,maruti,alto k10,in_stock,3,201001,great,20210201123825,True,5180,33450,False,False
1186,1187,maruti alto k10,2015,petrol,70098,290099,bengaluru,739,hatchback,manual,vxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,alto k10,in_stock,1,272000,great,20201203142539,True,6738,43515,False,False
1187,1188,fiat grand punto,2012,diesel,83863,292399,bengaluru,966,hatchback,manual,dynamic 1.3,True,bangalore south,karnataka,True,ka05,inperson_sale,fiat,grand punto,in_transit,2,255000,great,20210407052730,True,6792,43860,False,False
1188,1189,hyundai venue,2019,petrol,2264,971599,bengaluru,3422,suv,manual,1.0l turbo gdi sx mt,False,electronic city,karnataka,True,ka51,inperson_sale,hyundai,venue,in_stock,1,1010511,great,20210207113127,True,22568,145740,False,False
1189,1190,hyundai i10,2009,petrol,94539,283499,bengaluru,478,hatchback,automatic,sportz 1.2 at,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,hyundai,i10,in_stock,2,269766,great,20210226074500,True,6585,42525,False,False
1190,1191,maruti wagon r,2009,petrol,63993,281199,bengaluru,54,hatchback,manual,vxi minor,False,electronic city,karnataka,True,ka51,inperson_sale,maruti,wagon r,in_stock,1,223185,good,20210329111933,True,6532,42180,False,False
1191,1192,toyota innova crysta,2017,diesel,38228,1984244,bengaluru,3188,suv,automatic,2.8 zx at 7 str,False,bangalore south,karnataka,True,ka05,inperson_sale,toyota,innova crysta,in_stock,1,1993743,great,20210221051917,True,46089,297637,False,False
1192,1193,hyundai elite i20,2015,petrol,76693,599499,bengaluru,62,hatchback,manual,asta 1.2,True,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,elite i20,in_stock,1,575000,great,20210408131100,True,13925,89925,False,False
1193,1194,toyota innova crysta,2017,diesel,36613,1878194,bengaluru,2592,suv,automatic,2.8 zx at 7 str,True,bengaluru,karnataka,True,ka03,inperson_sale,toyota,innova crysta,in_stock,2,1931738,great,20210225073552,True,43626,281729,False,False
1194,1195,hyundai grand i10,2016,petrol,76685,449999,bengaluru,450,hatchback,manual,sportz 1.2 kappa vtvt,True,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,grand i10,in_stock,1,427159,great,20201117120116,True,10452,67500,False,False
1195,1196,hyundai xcent,2014,petrol,97307,406999,bengaluru,993,sedan,manual,s 1.2,True,bengaluru,karnataka,True,ka41,inperson_sale,hyundai,xcent,in_stock,1,396178,great,20210318100739,True,9454,61050,False,False
1196,1197,maruti ritz,2009,petrol,93600,299399,bengaluru,705,hatchback,manual,vxi,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,ritz,in_stock,1,304000,great,20201101053209,True,6954,44910,False,False
1197,1198,volkswagen vento,2015,diesel,86812,675599,bengaluru,2594,sedan,automatic,highline tdi at,False,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,vento,in_stock,1,660700,great,20210402133051,True,15692,101340,False,False
1198,1199,hyundai elite i20,2016,petrol,62140,633799,bengaluru,702,hatchback,manual,asta 1.2 (o),True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,elite i20,in_stock,1,584624,great,20210212120651,True,14722,95070,False,False
1199,1200,hyundai i10,2010,petrol,90132,265799,bengaluru,556,hatchback,manual,magna 1.2,True,karwar,karnataka,True,ka51,inperson_sale,hyundai,i10,in_stock,3,212285,great,20210330140451,True,6174,39870,False,False
1200,1201,mahindra xuv500,2016,diesel,81252,825199,bengaluru,2736,luxury suv,manual,w4 4x2,True,sagar,karnataka,True,ka01,inperson_sale,mahindra,xuv500,in_stock,2,821850,great,20210325071354,True,19167,123780,False,False
